state,d_month,year,month_only,month,totals,handguns_total,long_guns_total,other_total
Maine,2013-09-01,2013,09,2013-09,8102,2716,5163,223
Mariana Islands,2013-09-01,2013,09,2013-09,1,0,1,0
Maryland,2013-09-01,2013,09,2013-09,49644,38055,10194,1395
Massachusetts,2013-09-01,2013,09,2013-09,18583,4098,2626,11859
Michigan,2013-09-01,2013,09,2013-09,36135,7800,13849,14486
Minnesota,2013-09-01,2013,09,2013-09,40431,7481,16935,16015
Mississippi,2013-09-01,2013,09,2013-09,14804,5896,7962,946
Missouri,2013-09-01,2013,09,2013-09,35901,15119,15901,4881
Montana,2013-09-01,2013,09,2013-09,10194,2788,6214,1192
Nebraska,2013-09-01,2013,09,2013-09,5387,68,2344,2975
Nevada,2013-09-01,2013,09,2013-09,8704,3613,3288,1803
New Hampshire,2013-09-01,2013,09,2013-09,10164,3553,3366,3245
New Jersey,2013-09-01,2013,09,2013-09,8091,4726,3189,176
New Mexico,2013-09-01,2013,09,2013-09,10018,4336,4620,1062
New York,2013-09-01,2013,09,2013-09,27247,7265,16891,3091
North Carolina,2013-09-01,2013,09,2013-09,34609,2331,15230,17048
North Dakota,2013-09-01,2013,09,2013-09,6707,1539,4358,810
Ohio,2013-09-01,2013,09,2013-09,42579,21636,19177,1766
Oklahoma,2013-09-01,2013,09,2013-09,23496,10254,11990,1252
Oregon,2013-09-01,2013,09,2013-09,19746,8831,10864,51
Pennsylvania,2013-09-01,2013,09,2013-09,70015,16,52691,17308
Puerto Rico,2013-09-01,2013,09,2013-09,1469,1166,269,34
Rhode Island,2013-09-01,2013,09,2013-09,1622,760,717,145
South Carolina,2013-09-01,2013,09,2013-09,20573,6594,6955,7024
South Dakota,2013-09-01,2013,09,2013-09,6812,1908,4678,226
Tennessee,2013-09-01,2013,09,2013-09,40207,14814,13908,11485
Texas,2013-09-01,2013,09,2013-09,111067,39133,50976,20958
Utah,2013-09-01,2013,09,2013-09,19074,2521,4199,12354
Vermont,2013-09-01,2013,09,2013-09,2742,1093,1553,96
Virgin Islands,2013-09-01,2013,09,2013-09,94,17,3,74
Virginia,2013-09-01,2013,09,2013-09,33507,15952,16794,761
Washington,2013-09-01,2013,09,2013-09,36213,13094,13199,9920
West Virginia,2013-09-01,2013,09,2013-09,17038,6310,9933,795
Wisconsin,2013-09-01,2013,09,2013-09,32039,11537,14923,5579
Wyoming,2013-09-01,2013,09,2013-09,5018,1709,2670,639
Alabama,2013-08-01,2013,08,2013-08,49978,16270,15194,18514
Alaska,2013-08-01,2013,08,2013-08,7545,2940,4069,536
Arizona,2013-08-01,2013,08,2013-08,29065,10879,9080,9106
Arkansas,2013-08-01,2013,08,2013-08,22401,5286,7925,9190
California,2013-08-01,2013,08,2013-08,111132,31462,40282,39388
Colorado,2013-08-01,2013,08,2013-08,35642,12746,12085,10811
Connecticut,2013-08-01,2013,08,2013-08,23489,5169,3252,15068
Delaware,2013-08-01,2013,08,2013-08,2526,1208,1037,281
District of Columbia,2013-08-01,2013,08,2013-08,35,32,2,1
Florida,2013-08-01,2013,08,2013-08,81138,37837,21406,21895
Georgia,2013-08-01,2013,08,2013-08,34288,11662,10539,12087
Guam,2013-08-01,2013,08,2013-08,122,58,39,25
Hawaii,2013-08-01,2013,08,2013-08,1283,0,0,1283
Idaho,2013-08-01,2013,08,2013-08,9967,2758,4813,2396
Illinois,2013-08-01,2013,08,2013-08,85074,16360,12936,55778
Indiana,2013-08-01,2013,08,2013-08,49336,14269,13305,21762
Iowa,2013-08-01,2013,08,2013-08,8566,226,2606,5734
Kansas,2013-08-01,2013,08,2013-08,14753,5253,6290,3210
Kentucky,2013-08-01,2013,08,2013-08,27296,8889,10574,7833
Louisiana,2013-08-01,2013,08,2013-08,25224,11136,13129,959
Maine,2013-08-01,2013,08,2013-08,6806,2688,3919,199
Mariana Islands,2013-08-01,2013,08,2013-08,0,0,0,0
Maryland,2013-08-01,2013,08,2013-08,14929,7803,6932,194
Massachusetts,2013-08-01,2013,08,2013-08,21380,4821,3036,13523
Michigan,2013-08-01,2013,08,2013-08,34265,7775,11031,15459
Minnesota,2013-08-01,2013,08,2013-08,35738,7889,12618,15231
Mississippi,2013-08-01,2013,08,2013-08,16821,7191,8434,1196
Missouri,2013-08-01,2013,08,2013-08,38352,17570,16051,4731
Montana,2013-08-01,2013,08,2013-08,10683,3444,5738,1501
Nebraska,2013-08-01,2013,08,2013-08,5411,93,2155,3163
Nevada,2013-08-01,2013,08,2013-08,9540,4222,3358,1960
New Hampshire,2013-08-01,2013,08,2013-08,9645,3823,3210,2612
New Jersey,2013-08-01,2013,08,2013-08,9865,6036,3631,198
New Mexico,2013-08-01,2013,08,2013-08,10939,4990,4771,1178
New York,2013-08-01,2013,08,2013-08,23867,7621,13019,3227
North Carolina,2013-08-01,2013,08,2013-08,36326,2712,15668,17946
North Dakota,2013-08-01,2013,08,2013-08,5641,1440,3291,910
Ohio,2013-08-01,2013,08,2013-08,41954,22750,17415,1789
Oklahoma,2013-08-01,2013,08,2013-08,26282,12560,12447,1275
Oregon,2013-08-01,2013,08,2013-08,18504,9292,9196,16
Pennsylvania,2013-08-01,2013,08,2013-08,70687,29,52638,18020
Puerto Rico,2013-08-01,2013,08,2013-08,1540,1295,209,36
Rhode Island,2013-08-01,2013,08,2013-08,1642,830,681,131
South Carolina,2013-08-01,2013,08,2013-08,25637,7909,7560,10168
South Dakota,2013-08-01,2013,08,2013-08,5998,1966,3855,177
Tennessee,2013-08-01,2013,08,2013-08,39133,16500,14236,8397
Texas,2013-08-01,2013,08,2013-08,115380,43254,50232,21894
Utah,2013-08-01,2013,08,2013-08,30966,2656,3657,24653
Vermont,2013-08-01,2013,08,2013-08,2306,984,1245,77
Virgin Islands,2013-08-01,2013,08,2013-08,107,20,8,79
Virginia,2013-08-01,2013,08,2013-08,33074,17394,14938,742
Washington,2013-08-01,2013,08,2013-08,37388,14329,12797,10262
West Virginia,2013-08-01,2013,08,2013-08,16506,7015,8633,858
Wisconsin,2013-08-01,2013,08,2013-08,27420,10217,12231,4972
Wyoming,2013-08-01,2013,08,2013-08,4876,1881,2487,508
Alabama,2013-07-01,2013,07,2013-07,33290,13953,13766,5571
Alaska,2013-07-01,2013,07,2013-07,5889,2525,2901,463
Arizona,2013-07-01,2013,07,2013-07,25712,9597,6893,9222
Arkansas,2013-07-01,2013,07,2013-07,22815,4959,5990,11866
California,2013-07-01,2013,07,2013-07,100114,29916,31831,38367
Colorado,2013-07-01,2013,07,2013-07,42207,11755,9268,21184
Connecticut,2013-07-01,2013,07,2013-07,22598,4649,2497,15452
Delaware,2013-07-01,2013,07,2013-07,2282,1188,788,306
District of Columbia,2013-07-01,2013,07,2013-07,32,30,1,1
Florida,2013-07-01,2013,07,2013-07,78121,35938,19608,22575
Georgia,2013-07-01,2013,07,2013-07,31011,10476,8121,12414
Guam,2013-07-01,2013,07,2013-07,113,59,44,10
Hawaii,2013-07-01,2013,07,2013-07,1260,0,0,1260
Idaho,2013-07-01,2013,07,2013-07,8460,2312,3442,2706
Illinois,2013-07-01,2013,07,2013-07,82699,15986,10383,56330
Indiana,2013-07-01,2013,07,2013-07,51081,12316,9880,28885
Iowa,2013-07-01,2013,07,2013-07,6772,85,1685,5002
Kansas,2013-07-01,2013,07,2013-07,14721,5268,4742,4711
Kentucky,2013-07-01,2013,07,2013-07,29719,8094,8054,13571
Louisiana,2013-07-01,2013,07,2013-07,19777,9920,9032,825
Maine,2013-07-01,2013,07,2013-07,5492,2348,2948,196
Mariana Islands,2013-07-01,2013,07,2013-07,0,0,0,0
Maryland,2013-07-01,2013,07,2013-07,12248,6599,5491,158
Massachusetts,2013-07-01,2013,07,2013-07,20775,4283,2289,14203
Michigan,2013-07-01,2013,07,2013-07,29608,7379,7523,14706
Minnesota,2013-07-01,2013,07,2013-07,30700,7243,7882,15575
Mississippi,2013-07-01,2013,07,2013-07,12768,6358,5439,971
Missouri,2013-07-01,2013,07,2013-07,32926,15653,11507,5766
Montana,2013-07-01,2013,07,2013-07,8719,2829,4354,1536
Nebraska,2013-07-01,2013,07,2013-07,4323,84,1533,2706
Nevada,2013-07-01,2013,07,2013-07,8915,3876,2860,2179
New Hampshire,2013-07-01,2013,07,2013-07,8707,3289,2656,2762
New Jersey,2013-07-01,2013,07,2013-07,9963,6528,3194,241
New Mexico,2013-07-01,2013,07,2013-07,10135,4660,4011,1464
New York,2013-07-01,2013,07,2013-07,20065,7574,9725,2766
North Carolina,2013-07-01,2013,07,2013-07,33798,2157,11920,19721
North Dakota,2013-07-01,2013,07,2013-07,5143,1261,2402,1480
Ohio,2013-07-01,2013,07,2013-07,39440,22232,15552,1656
Oklahoma,2013-07-01,2013,07,2013-07,22622,11734,9698,1190
Oregon,2013-07-01,2013,07,2013-07,15846,8386,7441,19
Pennsylvania,2013-07-01,2013,07,2013-07,60876,19,43119,17738
Puerto Rico,2013-07-01,2013,07,2013-07,1351,1106,216,29
Rhode Island,2013-07-01,2013,07,2013-07,1561,764,640,157
South Carolina,2013-07-01,2013,07,2013-07,23572,7002,5258,11312
South Dakota,2013-07-01,2013,07,2013-07,4719,1779,2775,165
Tennessee,2013-07-01,2013,07,2013-07,34531,15367,10932,8232
Texas,2013-07-01,2013,07,2013-07,100819,40927,34713,25179
Utah,2013-07-01,2013,07,2013-07,28963,2387,2910,23666
Vermont,2013-07-01,2013,07,2013-07,1915,862,967,86
Virgin Islands,2013-07-01,2013,07,2013-07,77,24,4,49
Virginia,2013-07-01,2013,07,2013-07,28960,15759,12570,631
Washington,2013-07-01,2013,07,2013-07,33115,12968,10226,9921
West Virginia,2013-07-01,2013,07,2013-07,13839,6310,6835,694
Wisconsin,2013-07-01,2013,07,2013-07,22108,8886,8095,5127
Wyoming,2013-07-01,2013,07,2013-07,4299,1690,1909,700
Alabama,2013-06-01,2013,06,2013-06,27990,12907,12317,2766
Alaska,2013-06-01,2013,06,2013-06,6077,2700,2807,570
Arizona,2013-06-01,2013,06,2013-06,25994,9865,6994,9135
Arkansas,2013-06-01,2013,06,2013-06,17280,4806,5556,6918
California,2013-06-01,2013,06,2013-06,109153,30091,35288,43774
Colorado,2013-06-01,2013,06,2013-06,40488,16142,13209,11137
Connecticut,2013-06-01,2013,06,2013-06,22597,4545,3693,14359
Delaware,2013-06-01,2013,06,2013-06,2447,1178,867,402
District of Columbia,2013-06-01,2013,06,2013-06,26,25,1,0
Florida,2013-06-01,2013,06,2013-06,76142,35204,20201,20737
Georgia,2013-06-01,2013,06,2013-06,28248,10198,8100,9950
Guam,2013-06-01,2013,06,2013-06,95,44,44,7
Hawaii,2013-06-01,2013,06,2013-06,1146,0,0,1146
Idaho,2013-06-01,2013,06,2013-06,8717,2437,3783,2497
Illinois,2013-06-01,2013,06,2013-06,105012,15062,10196,79754
Indiana,2013-06-01,2013,06,2013-06,39636,12447,10306,16883
Iowa,2013-06-01,2013,06,2013-06,8336,76,1796,6464
Kansas,2013-06-01,2013,06,2013-06,13084,4771,4622,3691
Kentucky,2013-06-01,2013,06,2013-06,29195,8117,7624,13454
Louisiana,2013-06-01,2013,06,2013-06,18953,9632,8554,767
Maine,2013-06-01,2013,06,2013-06,5620,2522,2891,207
Mariana Islands,2013-06-01,2013,06,2013-06,0,0,0,0
Maryland,2013-06-01,2013,06,2013-06,12702,6900,5462,340
Massachusetts,2013-06-01,2013,06,2013-06,18481,4109,2557,11815
Michigan,2013-06-01,2013,06,2013-06,29521,7493,7853,14175
Minnesota,2013-06-01,2013,06,2013-06,29559,7567,7862,14130
Mississippi,2013-06-01,2013,06,2013-06,11605,5752,4974,879
Missouri,2013-06-01,2013,06,2013-06,32677,15512,11666,5499
Montana,2013-06-01,2013,06,2013-06,8571,2868,4420,1283
Nebraska,2013-06-01,2013,06,2013-06,4503,91,1610,2802
Nevada,2013-06-01,2013,06,2013-06,9962,4278,3275,2409
New Hampshire,2013-06-01,2013,06,2013-06,8975,3514,2749,2712
New Jersey,2013-06-01,2013,06,2013-06,12104,7691,3995,418
New Mexico,2013-06-01,2013,06,2013-06,9948,4548,4122,1278
New York,2013-06-01,2013,06,2013-06,21003,7251,10424,3328
North Carolina,2013-06-01,2013,06,2013-06,32934,2262,12039,18633
North Dakota,2013-06-01,2013,06,2013-06,5016,1306,2604,1106
Ohio,2013-06-01,2013,06,2013-06,39150,21944,15584,1622
Oklahoma,2013-06-01,2013,06,2013-06,21661,10946,9622,1093
Oregon,2013-06-01,2013,06,2013-06,17274,9161,8079,34
Pennsylvania,2013-06-01,2013,06,2013-06,61992,20,45518,16454
Puerto Rico,2013-06-01,2013,06,2013-06,1606,1320,251,35
Rhode Island,2013-06-01,2013,06,2013-06,1697,870,658,169
South Carolina,2013-06-01,2013,06,2013-06,21463,7170,4963,9330
South Dakota,2013-06-01,2013,06,2013-06,4820,1878,2776,166
Tennessee,2013-06-01,2013,06,2013-06,36424,14513,10657,11254
Texas,2013-06-01,2013,06,2013-06,97420,39328,34993,23099
Utah,2013-06-01,2013,06,2013-06,27453,2591,3105,21757
Vermont,2013-06-01,2013,06,2013-06,1957,931,975,51
Virgin Islands,2013-06-01,2013,06,2013-06,94,33,2,59
Virginia,2013-06-01,2013,06,2013-06,29376,16205,12574,597
Washington,2013-06-01,2013,06,2013-06,35567,13867,11110,10590
West Virginia,2013-06-01,2013,06,2013-06,13796,6166,6896,734
Wisconsin,2013-06-01,2013,06,2013-06,20416,8708,7817,3891
Wyoming,2013-06-01,2013,06,2013-06,4854,1802,2033,1019
Alabama,2013-05-01,2013,05,2013-05,32005,15196,13858,2951
Alaska,2013-05-01,2013,05,2013-05,7529,3085,3780,664
Arizona,2013-05-01,2013,05,2013-05,27145,10730,7928,8487
Arkansas,2013-05-01,2013,05,2013-05,18509,5824,6606,6079
California,2013-05-01,2013,05,2013-05,112464,32120,37466,42878
Colorado,2013-05-01,2013,05,2013-05,39181,15670,12802,10709
Connecticut,2013-05-01,2013,05,2013-05,22706,4879,3459,14368
Delaware,2013-05-01,2013,05,2013-05,2992,1482,1023,487
District of Columbia,2013-05-01,2013,05,2013-05,40,35,5,0
Florida,2013-05-01,2013,05,2013-05,90077,37534,22258,30285
Georgia,2013-05-01,2013,05,2013-05,32984,11225,8716,13043
Guam,2013-05-01,2013,05,2013-05,134,58,64,12
Hawaii,2013-05-01,2013,05,2013-05,1322,0,0,1322
Idaho,2013-05-01,2013,05,2013-05,10133,2761,4009,3363
Illinois,2013-05-01,2013,05,2013-05,109338,16142,11591,81605
Indiana,2013-05-01,2013,05,2013-05,39560,13498,10839,15223
Iowa,2013-05-01,2013,05,2013-05,9708,78,2109,7521
Kansas,2013-05-01,2013,05,2013-05,19099,5857,5557,7685
Kentucky,2013-05-01,2013,05,2013-05,25271,9775,8924,6572
Louisiana,2013-05-01,2013,05,2013-05,21920,11014,10002,904
Maine,2013-05-01,2013,05,2013-05,6442,2913,3317,212
Mariana Islands,2013-05-01,2013,05,2013-05,0,0,0,0
Maryland,2013-05-01,2013,05,2013-05,14340,8576,5587,177
Massachusetts,2013-05-01,2013,05,2013-05,20226,4776,2714,12736
Michigan,2013-05-01,2013,05,2013-05,34050,9061,8765,16224
Minnesota,2013-05-01,2013,05,2013-05,40424,9828,9307,21289
Mississippi,2013-05-01,2013,05,2013-05,13418,6333,5991,1094
Missouri,2013-05-01,2013,05,2013-05,39002,17913,13791,7298
Montana,2013-05-01,2013,05,2013-05,9873,3146,4949,1778
Nebraska,2013-05-01,2013,05,2013-05,5806,83,1717,4006
Nevada,2013-05-01,2013,05,2013-05,11297,4703,3730,2864
New Hampshire,2013-05-01,2013,05,2013-05,11780,4051,3102,4627
New Jersey,2013-05-01,2013,05,2013-05,12656,7726,4486,444
New Mexico,2013-05-01,2013,05,2013-05,11936,5104,4813,2019
New York,2013-05-01,2013,05,2013-05,23167,7992,11426,3749
North Carolina,2013-05-01,2013,05,2013-05,38695,2350,13655,22690
North Dakota,2013-05-01,2013,05,2013-05,6284,1719,2993,1572
Ohio,2013-05-01,2013,05,2013-05,42751,24412,16453,1886
Oklahoma,2013-05-01,2013,05,2013-05,24269,12087,10920,1262
Oregon,2013-05-01,2013,05,2013-05,18777,10027,8727,23
Pennsylvania,2013-05-01,2013,05,2013-05,70882,20,49732,21130
Puerto Rico,2013-05-01,2013,05,2013-05,1555,1297,217,41
Rhode Island,2013-05-01,2013,05,2013-05,2109,1037,820,252
South Carolina,2013-05-01,2013,05,2013-05,23713,8260,5537,9916
South Dakota,2013-05-01,2013,05,2013-05,5772,2273,3324,175
Tennessee,2013-05-01,2013,05,2013-05,42521,16850,12546,13125
Texas,2013-05-01,2013,05,2013-05,111668,46402,39251,26015
Utah,2013-05-01,2013,05,2013-05,34615,2983,3551,28081
Vermont,2013-05-01,2013,05,2013-05,2228,1030,1112,86
Virgin Islands,2013-05-01,2013,05,2013-05,75,12,2,61
Virginia,2013-05-01,2013,05,2013-05,31108,17007,13414,687
Washington,2013-05-01,2013,05,2013-05,40430,15486,11798,13146
West Virginia,2013-05-01,2013,05,2013-05,15908,7311,7511,1086
Wisconsin,2013-05-01,2013,05,2013-05,28975,12060,9451,7464
Wyoming,2013-05-01,2013,05,2013-05,5581,2227,2399,955
Alabama,2013-04-01,2013,04,2013-04,33215,16680,14693,1842
Alaska,2013-04-01,2013,04,2013-04,8758,3498,4382,878
Arizona,2013-04-01,2013,04,2013-04,32444,12981,9357,10106
Arkansas,2013-04-01,2013,04,2013-04,22062,6798,7787,7477
California,2013-04-01,2013,04,2013-04,110149,35134,42874,32141
Colorado,2013-04-01,2013,04,2013-04,43675,18550,16005,9120
Connecticut,2013-04-01,2013,04,2013-04,29703,6631,6531,16541
Delaware,2013-04-01,2013,04,2013-04,3665,1873,1323,469
District of Columbia,2013-04-01,2013,04,2013-04,48,41,6,1
Florida,2013-04-01,2013,04,2013-04,102757,43317,26210,33230
Georgia,2013-04-01,2013,04,2013-04,39865,12915,10262,16688
Guam,2013-04-01,2013,04,2013-04,89,35,42,12
Hawaii,2013-04-01,2013,04,2013-04,1753,0,0,1753
Idaho,2013-04-01,2013,04,2013-04,13075,3406,5075,4594
Illinois,2013-04-01,2013,04,2013-04,132255,18421,14842,98992
Indiana,2013-04-01,2013,04,2013-04,51393,17150,14500,19743
Iowa,2013-04-01,2013,04,2013-04,15734,122,3043,12569
Kansas,2013-04-01,2013,04,2013-04,21146,7809,7627,5710
Kentucky,2013-04-01,2013,04,2013-04,39190,11580,11438,16172
Louisiana,2013-04-01,2013,04,2013-04,24525,12412,11119,994
Maine,2013-04-01,2013,04,2013-04,8888,4022,4548,318
Mariana Islands,2013-04-01,2013,04,2013-04,0,0,0,0
Maryland,2013-04-01,2013,04,2013-04,15618,7986,7366,266
Massachusetts,2013-04-01,2013,04,2013-04,22616,5081,3717,13818
Michigan,2013-04-01,2013,04,2013-04,49219,13168,13046,23005
Minnesota,2013-04-01,2013,04,2013-04,52210,12975,14739,24496
Mississippi,2013-04-01,2013,04,2013-04,15363,7389,6689,1285
Missouri,2013-04-01,2013,04,2013-04,47963,20621,17822,9520
Montana,2013-04-01,2013,04,2013-04,11764,3768,5923,2073
Nebraska,2013-04-01,2013,04,2013-04,8310,111,2468,5731
Nevada,2013-04-01,2013,04,2013-04,14225,5495,4425,4305
New Hampshire,2013-04-01,2013,04,2013-04,14365,5292,4102,4971
New Jersey,2013-04-01,2013,04,2013-04,8977,5032,3645,300
New Mexico,2013-04-01,2013,04,2013-04,12995,5572,5603,1820
New York,2013-04-01,2013,04,2013-04,30999,10240,16794,3965
North Carolina,2013-04-01,2013,04,2013-04,46729,2068,15780,28881
North Dakota,2013-04-01,2013,04,2013-04,7678,2201,3996,1481
Ohio,2013-04-01,2013,04,2013-04,57639,32593,22559,2487
Oklahoma,2013-04-01,2013,04,2013-04,30530,15416,13594,1520
Oregon,2013-04-01,2013,04,2013-04,23657,12561,11056,40
Pennsylvania,2013-04-01,2013,04,2013-04,90995,22,64416,26557
Puerto Rico,2013-04-01,2013,04,2013-04,1315,1112,160,43
Rhode Island,2013-04-01,2013,04,2013-04,2775,1257,1207,311
South Carolina,2013-04-01,2013,04,2013-04,27599,9943,6976,10680
South Dakota,2013-04-01,2013,04,2013-04,7058,2770,4059,229
Tennessee,2013-04-01,2013,04,2013-04,45767,19072,14798,11897
Texas,2013-04-01,2013,04,2013-04,131815,53705,43762,34348
Utah,2013-04-01,2013,04,2013-04,30717,3905,4495,22317
Vermont,2013-04-01,2013,04,2013-04,3608,1591,1883,134
Virgin Islands,2013-04-01,2013,04,2013-04,108,19,4,85
Virginia,2013-04-01,2013,04,2013-04,39271,20989,17416,866
Washington,2013-04-01,2013,04,2013-04,49100,18136,14193,16771
West Virginia,2013-04-01,2013,04,2013-04,18761,8428,9066,1267
Wisconsin,2013-04-01,2013,04,2013-04,42236,15058,15415,11763
Wyoming,2013-04-01,2013,04,2013-04,6084,2373,2588,1123
Alabama,2013-03-01,2013,03,2013-03,45144,22322,20675,2147
Alaska,2013-03-01,2013,03,2013-03,9047,3744,4433,870
Arizona,2013-03-01,2013,03,2013-03,36946,15800,11535,9611
Arkansas,2013-03-01,2013,03,2013-03,28004,10268,10749,6987
California,2013-03-01,2013,03,2013-03,117106,38667,48604,29835
Colorado,2013-03-01,2013,03,2013-03,58007,23938,20786,13283
Connecticut,2013-03-01,2013,03,2013-03,31213,8010,8128,15075
Delaware,2013-03-01,2013,03,2013-03,4250,2246,1759,245
District of Columbia,2013-03-01,2013,03,2013-03,52,48,3,1
Florida,2013-03-01,2013,03,2013-03,86541,50286,32379,3876
Georgia,2013-03-01,2013,03,2013-03,53457,18269,14975,20213
Guam,2013-03-01,2013,03,2013-03,82,31,41,10
Hawaii,2013-03-01,2013,03,2013-03,1564,0,0,1564
Idaho,2013-03-01,2013,03,2013-03,15954,4478,6307,5169
Illinois,2013-03-01,2013,03,2013-03,137812,23779,19564,94469
Indiana,2013-03-01,2013,03,2013-03,57961,24240,18988,14733
Iowa,2013-03-01,2013,03,2013-03,19176,196,4534,14446
Kansas,2013-03-01,2013,03,2013-03,22741,10171,9611,2959
Kentucky,2013-03-01,2013,03,2013-03,243253,16668,15038,211547
Louisiana,2013-03-01,2013,03,2013-03,30893,15635,14079,1179
Maine,2013-03-01,2013,03,2013-03,10320,4825,5097,398
Mariana Islands,2013-03-01,2013,03,2013-03,0,0,0,0
Maryland,2013-03-01,2013,03,2013-03,16873,8295,8348,230
Massachusetts,2013-03-01,2013,03,2013-03,25220,6174,4861,14185
Michigan,2013-03-01,2013,03,2013-03,57686,17750,16779,23157
Minnesota,2013-03-01,2013,03,2013-03,57031,15350,15340,26341
Mississippi,2013-03-01,2013,03,2013-03,21207,9841,9758,1608
Missouri,2013-03-01,2013,03,2013-03,62321,27442,23291,11588
Montana,2013-03-01,2013,03,2013-03,13783,4798,6539,2446
Nebraska,2013-03-01,2013,03,2013-03,11052,139,3136,7777
Nevada,2013-03-01,2013,03,2013-03,15623,6578,5351,3694
New Hampshire,2013-03-01,2013,03,2013-03,15881,6519,5022,4340
New Jersey,2013-03-01,2013,03,2013-03,9843,5369,4219,255
New Mexico,2013-03-01,2013,03,2013-03,16606,7293,6865,2448
New York,2013-03-01,2013,03,2013-03,35013,12598,18470,3945
North Carolina,2013-03-01,2013,03,2013-03,58353,2679,22049,33625
North Dakota,2013-03-01,2013,03,2013-03,8143,2795,4041,1307
Ohio,2013-03-01,2013,03,2013-03,76031,43857,28859,3315
Oklahoma,2013-03-01,2013,03,2013-03,37224,18984,16649,1591
Oregon,2013-03-01,2013,03,2013-03,28021,14859,13047,115
Pennsylvania,2013-03-01,2013,03,2013-03,114209,43,84244,29922
Puerto Rico,2013-03-01,2013,03,2013-03,1233,1001,194,38
Rhode Island,2013-03-01,2013,03,2013-03,3088,1546,1224,318
South Carolina,2013-03-01,2013,03,2013-03,35234,13673,10144,11417
South Dakota,2013-03-01,2013,03,2013-03,9506,3643,5550,313
Tennessee,2013-03-01,2013,03,2013-03,61462,26152,21626,13684
Texas,2013-03-01,2013,03,2013-03,163594,70406,55017,38171
Utah,2013-03-01,2013,03,2013-03,32240,5653,5766,20821
Vermont,2013-03-01,2013,03,2013-03,4099,1899,2044,156
Virgin Islands,2013-03-01,2013,03,2013-03,271,9,8,254
Virginia,2013-03-01,2013,03,2013-03,52284,28321,22841,1122
Washington,2013-03-01,2013,03,2013-03,60588,22515,16777,21296
West Virginia,2013-03-01,2013,03,2013-03,25848,11955,12391,1502
Wisconsin,2013-03-01,2013,03,2013-03,50492,19002,18636,12854
Wyoming,2013-03-01,2013,03,2013-03,7534,3255,3209,1070
Alabama,2013-02-01,2013,02,2013-02,52678,27148,23059,2471
Alaska,2013-02-01,2013,02,2013-02,9397,4294,4324,779
Arizona,2013-02-01,2013,02,2013-02,38022,18407,12376,7239
Arkansas,2013-02-01,2013,02,2013-02,33226,13757,14026,5443
California,2013-02-01,2013,02,2013-02,108666,38738,46469,23459
Colorado,2013-02-01,2013,02,2013-02,55170,27740,20551,6879
Connecticut,2013-02-01,2013,02,2013-02,24128,6813,6190,11125
